timestamp,actual_price,predicted_price,pattern
1758539760,112722.2,,bearish_trend
1758539820,112676.2,,bearish_trend
1758539880,112692.30000000002,,bearish_trend
1758539940,112674.7,,bearish_trend
1758540000,112692.30000000002,,bearish_trend
1758540060,112697.5,,bearish_trend
1758540120,112740.00000000001,,bearish_trend
1758540180,112803.1,,bearish_trend
1758540240,112834.4,,bearish_trend
1758540300,112810.80000000002,,bearish_trend
1758540360,112851.70000000001,,bearish_trend
1758540420,112765.2,,bearish_trend
1758540480,112775.6,,bearish_trend
1758540540,112777.80000000002,,bearish_trend
1758540600,112722.2,,bearish_trend
1758540660,112708.70000000001,,bearish_trend
1758540720,112697.5,,bearish_trend
1758540780,112678.8,,bearish_trend
1758540840,112679.09999999999,,bearish_trend
1758540900,112661.9,,bearish_trend
1758540960,112674.7,,bearish_trend
1758541020,112708.70000000001,,bearish_trend
1758541080,112700.0,,bearish_trend
1758541140,112703.3,,bearish_trend
1758541200,112719.99999999999,,bearish_trend
1758541260,112726.39999999998,,bearish_trend
1758541320,112672.0,,bearish_trend
1758541380,112614.2,,bearish_trend
1758541440,112672.8,,bearish_trend
1758541500,112800.0,,bearish_trend
1758541560,112800.0,,bearish_trend
1758541620,112809.9,,bearish_trend
1758541680,112850.00000000001,,bearish_trend
1758541740,112700.0,,bearish_trend
1758541800,112722.9,,bearish_trend
1758541860,112708.0,,bearish_trend
1758541920,112722.9,,bearish_trend
1758541980,112687.5,,bearish_trend
1758542040,112670.0,,bearish_trend
1758542100,112730.8,,bearish_trend
1758542160,112697.5,,bearish_trend
1758542220,112665.1,,bearish_trend
1758542280,112744.2,,bearish_trend
1758542340,112807.8,,bearish_trend
1758542400,112749.6,,bearish_trend
1758542460,112755.7,,bearish_trend
1758542520,112740.4,,bearish_trend
1758542580,112716.69999999998,,bearish_trend
1758542640,112631.29999999999,,bearish_trend
1758542700,112626.50000000001,,bearish_trend
1758542760,112615.00000000001,,bearish_trend
1758542820,112562.0,,bearish_trend
1758542880,112610.2,,bearish_trend
1758542940,112556.5,,bearish_trend
1758543000,112576.89999999998,,bearish_trend
1758543060,112567.60000000002,,bearish_trend
1758543120,112614.2,,bearish_trend
1758543180,112566.9,,bearish_trend
1758543240,112582.30000000002,,bearish_trend
1758543300,112611.1,,bearish_trend
1758543360,112590.19999999998,,bearish_trend
1758543420,112568.6,,bearish_trend
1758543480,112599.99999999999,,bearish_trend
1758543540,112522.5,,bearish_trend
1758543600,112568.6,,bearish_trend
1758543660,112548.7,,bearish_trend
1758543720,112522.8,,bearish_trend
1758543840,112472.4,,bearish_trend
1758543900,112526.7,,bearish_trend
1758543960,112549.9,,bearish_trend
1758544020,112558.6,,bearish_trend
1758544080,112579.3,,bearish_trend
1758544140,112566.9,,bearish_trend
1758544200,112547.80000000002,,bearish_trend
1758544260,112514.9,,bearish_trend
1758544320,112480.0,,bearish_trend
1758544380,112560.0,,bearish_trend
1758544440,112517.90000000001,,bearish_trend
1758544500,112512.3,,bearish_trend
1758544560,112530.5,,bearish_trend
1758544620,112499.1,,bearish_trend
1758544680,112521.1,,bearish_trend
1758544740,112516.60000000002,,bearish_trend
1758544800,112471.2,,bearish_trend
1758544860,112481.9,,bearish_trend
1758544920,112480.0,,bearish_trend
1758544980,112500.00000000001,,bearish_trend
1758545040,112433.7,,bearish_trend
1758545100,112395.8,,bearish_trend
1758545160,112519.70000000001,,bearish_trend
1758545220,112511.0,,bearish_trend
1758545280,112484.99999999999,,bearish_trend
1758545340,112472.4,,bearish_trend
1758545400,112385.5,,bearish_trend
1758545460,112498.8,,bearish_trend
1758551100,112479.7,,bearish_trend
1758551160,112962.5,,bearish_trend
1758551220,112883.7,,bearish_trend
1758551280,112883.7,,bearish_trend
1758551340,113000.0,,bearish_trend
1758551400,112054.59999999999,,bearish_trend
1758551460,112141.70000000001,,bearish_trend
1758551520,112094.5,,bearish_trend
1758551580,112122.5,,bearish_trend
1758551640,112047.2,,bearish_trend
1758551700,112062.79999999999,,bearish_trend
1758551760,112100.0,,bearish_trend
1758551820,112065.0,,bearish_trend
1758551880,112141.70000000001,,bearish_trend
1758551940,112141.70000000001,,bearish_trend
1758552000,112091.7,,bearish_trend
1758552060,112047.2,,bearish_trend
1758552120,112067.3,,bearish_trend
1758552180,112009.99999999999,,bearish_trend
1758552240,112000.0,,bearish_trend
1758552300,111996.90000000001,,bearish_trend
1758552360,112158.6,,bearish_trend
1758552420,112158.6,,bearish_trend
1758552480,112210.0,,bearish_trend
1758552540,112516.7,,bearish_trend
1758552600,112750.0,,bearish_trend
1758552660,112755.9,,bearish_trend
1758552720,112750.0,,bearish_trend
1758552780,112820.0,,bearish_trend
1758552840,112755.9,,bearish_trend
1758552900,112790.0,,bearish_trend
1758552960,112752.5,,bearish_trend
1758553020,112670.0,,bearish_trend
1758553080,112661.4,,bearish_trend
1758553140,112651.20000000001,,bearish_trend
1758553200,112661.4,,bearish_trend
1758553260,112697.7,,bearish_trend
1758553320,112731.3,,bearish_trend
1758553380,112685.0,,bearish_trend
1758553440,112742.0,,bearish_trend
1758553500,112780.69999999998,,bearish_trend
1758553560,112744.2,,bearish_trend
1758553620,112742.0,,bearish_trend
1758553680,112700.0,,bearish_trend
1758553740,112691.5,,bearish_trend
1758553800,112674.7,,bearish_trend
1758553860,112700.3,,bearish_trend
1758553920,112638.00000000001,,bearish_trend
1758553980,112765.0,,bearish_trend
1758554040,112724.99999999999,,bearish_trend
1758554100,112667.1,,bearish_trend
1758554160,112731.3,,bearish_trend
1758554220,112666.00000000001,,bearish_trend
1758554280,112678.8,,bearish_trend
1758554340,112708.70000000001,,bearish_trend
1758554400,112634.0,,bearish_trend
1758554460,112614.2,,bearish_trend
1758554520,112599.99999999999,,bearish_trend
1758554580,112640.0,,bearish_trend
1758554640,112604.0,,bearish_trend
1758554700,112549.1,,bearish_trend
1758554760,112540.0,,bearish_trend
1758554820,112522.8,,bearish_trend
1758554880,112262.7,,bearish_trend
1758554940,112231.8,,bearish_trend
1758555000,112182.79999999999,,bearish_trend
1758555060,112100.0,,bearish_trend
